Date,Author,Item Title,Periodical Title,Language,Language 2,Location,Author Country 2,Publisher,Publisher City,Publisher Country,Genre,Number of Pages,Original Publication Date
1989,"Césaire, Aimé",Cadastre: Poèmes,,French,,Martinique,,Éditions du Seuil,Paris,France,Poetry Collection,,1989
1989,"Césaire, Aimé",Et Les Chiens Se Taisaient: Tragédie : Arrangement Théâtral,,French,,Martinique,,Présence Africaine,Paris,France,Drama,,1989
1981,"Césaire, Aimé",Toussaint Louverture: La Révolution Française Et Le Problème Colonial,,French,,Martinique,,Livre Club Diderot,Paris,France,Nonfiction Book,,1981
1982,"Césaire, Aimé",Toussaint Louverture: La Révolution Française Et Le Problème Colonial,,French,,Martinique,,Présence Africaine,Paris,France,Nonfiction Book,,1982
1989,"Césaire, Aimé",Les Armes Miraculeuses,,French,,Martinique,,Gallimard,Paris,France,Poetry Collection,,1989
1981,"Césaire, Aimé",Une Saison Au Congo,,French,,Martinique,,Éditions du Seuil,Paris,France,,,1981
1988,"Césaire, Aimé",Une Saison Au Congo,,French,,Martinique,,Éditions du Seuil,Paris,France,,,1988
1984,"Césaire, Aimé",La Tragédie Du Roi Christophe: Theátre,,French,,Martinique,,Présence Africaine,Paris,France,Drama,,1984
1990,"Césaire, Aimé",La Tragédie Du Roi Christophe: Théatre,,French,,Martinique,,Présence Africaine,Paris,France,Drama,,1990
1989,"Césaire, Aimé",Discours Sur Le Colonialisme,,French,,Martinique,,Présence Africaine,Paris,France,Nonfiction Book,,1989
1983,"Césaire, Aimé",Cahier D'un Retour Au Pays Natal,,French,,Martinique,,Présence Africaine,Paris,France,Poetry Collection,,1983
1990,"Césaire, Aimé",Cahier D'un Retour Au Pays Natal,,French,,Martinique,,Présence Africaine,Paris,France,Poetry Collection,,1990
1982,"Césaire, Aimé","Moi, Laminaire...: Poèmes",,French,,Martinique,,Éditions du Seuil,Paris,France,Poetry Collection,,1982
1981,"Césaire, Aimé",Ferrements: Poèmes,,French,,Martinique,,Éditions du Seuil,Paris,France,Poetry Collection,,1981
1981,"Césaire, Aimé",Cadastre: Poèmes,,French,,Martinique,,Éditions du Seuil,Paris,France,Poetry Collection,,1981
1987,"Césaire, Aimé",Gedichte,,German,,Martinique,,München Wien Hanser,Munich,Germany,Poetry Collection,,1987
1939,"Césaire, Aimé",Notebook Of A Return To The Native Land,,English,,Martinique,,Wesleyan University Press,Middletown,United States,Fiction (Novel),,1939
1984,"Césaire, Aimé",Non-Vicious Circle: Twenty Poems Of Aimé Césaire,,English,,Martinique,,Stanford University Press,Stanford,United States,,,1984
1981,"Césaire, Aimé",Some African Poems In English,,English,,Martinique,United States,Munger Africana Library,Pasadena,United States,Poetry Collection,,1981
1981,"Césaire, Aimé",The Woman And The Knife,,English,,Martinique,United States,Red Ozier Press,New York,United States,Poem,,1981
2017,"Césaire, Aimé",Journal Of A Homecoming,,English,French,Martinique,,Duke University Press Books,Durham,England,,328,2017
1986,"Césaire, Aimé",A Tempest,,English,,Martinique,,Ubu Repertory Theater Publications,New York,United States,Drama,,1986
1986,"Césaire, Aimé",Lost Body,,English,,Martinique,,George Braziller Inc.,New York,United States,,132,1986
1985,"Césaire, Aimé",A Tempest: Based On Shakespeare's The Tempest ; Adaptation For A Black Theatre,,English,,Martinique,,Ubu Repertory Theater,New York,United States,,,1985
1982,"Césaire, Aimé; Parti progressiste martiniquais",Guide Du Militant,,French,,Martinique,,Parti Progressiste Martiniquais,Fort-de-France,Martinique,Nonfiction Book,88,1982
2011,"Chadee, Trevor",The Beautiful Rain,,English,,Trinidad & Tobago,,Trevor Chadee,Port of Spain,Trinidad & Tobago,Fiction (Novel),,2011
1997,"Chamoiseau, Patrick",Chemin-D'L'école,,English,,Martinique,,University of Nebraska Press,Lincoln,United States,Fiction (Novel),,1997
1986,"Chamoiseau, Patrick",Chronicle Of The Seven Sorrows,,English,,Martinique,,University of Nebraska Press,Lincoln,United States,Fiction (Novel),,1986
1982,"Chamoiseau, Patrick",Manman Dlo Contre La Fée Carabosse : Théâtre Conté,,French,,Martinique,,Éditions Caribéennes,Paris,France,Fiction (Novel),,1982
1988,"Chamoiseau, Patrick",Chronique Des Sept Misères,,French,,Martinique,,Gallimard,Paris,France,Fiction (Novel),,1988
1990,"Chamoiseau, Patrick",Antan D'enfance,,French,,Martinique,,Hatier,Paris,France,Autobiography/Memoir,,1990
1988,"Chamoiseau, Patrick",Solibo Magnifique: Roman,,French,,Martinique,,Gallimard,Paris,France,Fiction (Novel),,1988
1990,"Chamoiseau, Patrick",Chronique Des Sept Misères Suivi De Paroles De Djobeurs,,French,,Martinique,,Gallimard,Paris,France,Fiction (Novel),,1990
1989,"Chamoiseau, Patrick",Martinique: Essai,,French,,Martinique,,Hoa-Qui Editions,Paris,France,Essay,,1989
1986,"Chamoiseau, Patrick",Chronique Des Sept Misères,,French,,Martinique,,Gallimard,Paris,France,Fiction (Novel),,1986
1999,"Chamoiseau, Patrick",Solibo Magnificent,,English,,Martinique,,Vintage Books,New York,United States,Fiction (Novel),,1999
1988,"Chamoiseau, Patrick",Solibo Magnificent,,English,,Martinique,,Pantheon Books,New York,United States,Fiction (Novel),,1988
1981,"Chamoiseau, Patrick",Delgrès: Les Antilles Sous Bonaparte,,French,,Martinique,,Désormeaux,Fort-de-France,Martinique,,,
1990,"Chamoiseau, Patrick",Martinique,,French,,Martinique,,Richer,Paris,France,,,
1988,"Chamoiseau, Patrick",Martinique,,Italian,,Martinique,,Richer-Hoa-Qui,Paris,France,,,
1988,"Chamoiseau, Patrick; Vautier, Mireille",Au Temps De L'antan: Contes Du Pays Martinique,,French,,Martinique,,Hatier,Paris,France,Fiction (Short Story Collection),,1988
1989,"Chamoiseau, Patrick; Vautier, Mireille",Au Temps De L'antan: Contes Du Pays Martinique,,French,,Martinique,,Hatier,Paris,France,Fiction (Short Story Collection),,1989
2021,"Chancy, Myriam J. A","What Storm, What Thunder: A Novel.",,English,,Haiti,,HarperCollins,New York,United States,Fiction (Novel),,2021
2013,"Chancy, Myriam J. A","From Sugar To Revolution: Women's Visions of Haiti, Cuba, And The Dominican Republic",,English,,Haiti,,Wilfrid Laurier University Press,Waterloo,Canada,Nonfiction Book,,2013
2020,"Chancy, Myriam J. A","Autochthonomies: Transnationalism, Testimony, And Transmission In The African Diaspora",,English,,Haiti,,University of Illinois Press,Urbana,United States,Nonfiction Book,,2020
2011,"Chancy, Myriam J. A",The Scorpion's Claw,,English,,Haiti,,Peepal Tree Press,Leeds,United States,Fiction (Novel),,2011
1833,"Chapman, Matthew James","Barbadoes, And Other Poems",,English,,Barbados,,James Fraser,London,England,,,1833
2005,"Charara, Youmna; Saint-Lambert, Jean-François de; Butini, Jean-François; Picquenard, Jean-Baptiste",Fictions Coloniales Du XVIIIe Siècle: Ziméo,,French,,,,L'Harmattan,Paris,France,Fiction (Short Story Collection),,2005
2021,"Charles, Tami",Freedom Soup,,English,,United States,,Candlewick Press,Somerville,United States,Fiction (Novel),,2021
2020,"Charles, Tami",Freedom Soup,,English,,United States,,,,,,,
1990,"Chuecos, Isabel Abellán",La Novelística De Alejo Carpentier Y Sus Claves Musicales,,Spanish,,Spain,,Editorial Academia del Hispanismo,Vigo,Spain,Fiction (Novel),237,2017
2009,"Cimino, T. Rafael",Mid Ocean,,English,,United States,,BMG/ Akula Media Group,Tallahassee,United States,,,2009
2021,"Clammer, Paul",Lonely Planet Caribbean Islands,,English,,England,,Lonely Planet,Carlton,Australia,,,2021
1965,"Clarke, Austin",Amongst Thistles And Thorns,,English,,Barbados,,Heinemann,London,England,Fiction (Novel),200,1965
1964,"Clarke, Austin",The Survivors Of The Crossing,,English,,Barbados,,Heinemann,London,England,Fiction (Novel),,1964
2003,"Clarke, Austin",Growing Up Stupid Under The Union Jack,,English,,Barbados,,Gardners Books,Kingston,Jamaica,Autobiography/Memoir,192,2003
1980,"Clarke, Austin",Growing Up Stupid Under The Union Jack,,English,,Barbados,,McClelland & Stewart,Toronto,Canada,Autobiography/Memoir,192,1980
1999,"Clarke, Austin",The Question,,English,,Barbados,,McClelland & Stewart,Toronto,Canada,Fiction (Novel),243,1999
2000,"Clarke, Austin",Pig Tails 'N Breadfruit : Rituals Of Slave Food,,English,,Barbados,,Vintage Canada,Toronto,Canada,Autobiography/Memoir,,2000
2003,"Clarke, Austin",Choosing His Coffin. The Best Stories Of Austin Clarke,,English,,Barbados,,Thomas Allen Publishers,Toronto,Canada,Fiction (Short Story Collection),384,2003
1998,"Clarke, Austin",The Bigger Light,,English,,Barbados,,Vintage Books,Toronto,Canada,Fiction (Novel),288,1998
1975,"Clarke, Austin",The Bigger Light,,English,,Barbados,,"Little, Brown",Boston,United States,Fiction (Novel),288,1975
2000,"Clarke, Austin",Pig Tails 'N Breadfruit: A Culinary Memoir,,English,,Barbados,,The New Press,New York,United States,Autobiography/Memoir,248,2000
1998,"Clarke, Austin",Storm Of Fortune: A Novel,,English,,Barbados,,"Random House Digital, Inc.",Toronto,Canada,Fiction (Novel),,1998
1973,"Clarke, Austin",Storm Of Fortune: A Novel,,English,,Barbados,,"Little, Brown",Boston,United States,Fiction (Novel),312,1973
1988,"Clarke, Austin",Proud Empires,,English,,Barbados,,Viking Press,Markham,Canada,Fiction (Novel),224,1988
1994,"Clarke, Austin",A Passage Back Home: A Personal Reminiscence Of Samuel Selvon,,English,,Barbados,,Exile Editions,Toronto,Canada,Autobiography/Memoir,143,1994
1987,"Clarke, Austin",Nine Men Who Laughed,,English,,Barbados,,Penguin Books,Markham,Canada,Fiction (Short Story Collection),240,1987
2013,"Clarke, Austin",Where The Sun Shines Best,,English,,Barbados,,Guernica Editions,Toronto,Canada,Poem,70,2013
2014,"Clarke, Austin",Pig Tails 'N' Breadfruit - Anniversary Edition,,English,,Barbados,,Ian Randle Publishers,Kingston,Jamaica,Autobiography/Memoir,258,2014
2005,"Clarke, Austin",The Prime Minister,,English,,Barbados,,Ian Randle Publishers,Kingston,Jamaica,Fiction (Novel),200,2005
1978,"Clarke, Austin",The Prime Minister,,English,,Barbados,,Routledge,London,England,Fiction (Novel),191,1978
2002,"Clarke, Austin",The Polished Hoe,,English,,Barbados,,Thomas Allen Publishers,Toronto,Canada,Fiction (Novel),462,2002
2009,"Clarke, Austin",More,,English,,Barbados,,HarperCollins,New York,United States,Fiction (Novel),324,2009
1977,"Clarke, Austin","Vtg Austin Clarke / The Prime Minister / First Edition, 1977",,English,,Barbados,,General Publishing,Don Mills,Canada,Fiction (Novel),,1977
1964,"Clarke, Austin",The Survivors Of The Crossing,,English,,Barbados,,Heinemann,London,England,Fiction (Novel),,1964
1965,"Clarke, Austin",Amongst Thistles And Thorns,,English,,Barbados,,McClelland & Stewart,Toronto,Canada,Fiction (Novel),183,1965
2003,"Clarke, Austin",The Polished Hoe: A Novel,,English,,Barbados,,CNIB,Toronto,Canada,Fiction (Novel),,2003
2018,"Clarke, Austin",In This City,,English,,Barbados,Trinidad & Tobago,Exile Editions,Toronto,Canada,Fiction (Short Story Collection),221,2018
2008,"Clarke, Austin",In This City,,English,,Barbados,Trinidad & Tobago,Exile Editions,Toronto,Canada,Fiction (Short Story Collection),221,2008
2007,"Clarke, Austin",There Are No Elders,,English,,Barbados,United Staes,Exile Editions,Toronto,Canada,Fiction (Short Story Collection),182,2007
2018,"Clarke, Austin",There Are No Elders,,English,,Barbados,United Staes,Exile Editions,Toronto,Canada,Fiction (Short Story Collection),182,2018
2020,"Clarke, Austin",When He Was Free And Young And He Used To Wear Silks,,English,,Barbados,,A List,Toronto,Canada,Fiction (Short Story Collection),182,2020
1963,"Clarke, Austin",Collected Plays,,English,,Barbados,,The Dolmen Press,Dublin,Ireland,Drama,,1963
1985,"Clarke, Austin",When Women Rule: Stories,,English,,Barbados,,McClelland and Stewart,Toronto,Canada,,,1985
1999,"Clarke, Austin",Pigs Tails 'N Breadfruit: Rituals Of Slave Food : A Barbadian Memoir,,English,,Barbados,,Vintage Books,New York City,United States,,,1999
1996,"Clarke, Austin",The Austin Clarke Reader,,English,,Barbados,,"Sales distribution, General Distribution Services",Ashland,United States,,,1996
2020,"Clarke, Austin",Membering,,English,,Barbados,,ECW Press,Toronto,Canada,,,2020
1967,"Clarke, Austin",The Meeting Point,,English,,Barbados,,"Little, Brown and Company",New York City,United States,,,1967
1957,"Clarke, Edith",My Mother Who Fathered Me: A Study Of The Family In Three Selected Communities In Jamaica,Bocas Lit Fest,English,,United States,,HarperCollins,Manhattan,United States,Nonfiction Book,,1957
1978,"Clarke, Sebastian",New Planet: Anthology Of Modern Caribbean Writing,,English,,Trinidad & Tobago,,"Karnak House, Caribbean Cultural International",London,England,Fiction (Short Story Collection),,1978
1989,"Clarke, Velta J",Native Landscapes: An Anthology Of Caribbean Short Stories,,English,,,,"Caribbean Research Center, Medgar Evers College, City University of New York",Brooklyn,United States,Fiction (Short Story Collection),,1989
1995,"Cliff, Michelle",Abeng,,English,,Jamaica,,Plume,New York,United States,Fiction (Novel),167,1995
1971,"Codina, Norberto; Andrade, Orlando; Lima, Chely; Santiago Bolanos, Marife; Velasquez, Ernesto; Madrid, Edwin; Bernal, Sergio O Valdes; Cervera Salinas, Vicente; Velazco, Yanelis; Fonseca, Daneris Fernandez; Marron, Eugenio; Diaz de Castro, Francisco; Aroche, Rito Ramon; Baujin, Jose Antonio; Ariel, Sigfredo; Carpio, Luban Herrera; Yuseff, Luis; Badia, Boris; Mora, Javier L; Ruiz Montes, Laura; Martinez, Roberto Mendez; Cespedes, Daniel; Saledo, Cesar A; Dominguez Hernandez, Marlen A; Fernández Retamar, Roberto; De Cespedes Garcia Menocal, Mons Carlos Manuel",,,Spanish,,,,Instituto Cubano del Libro,Havana,Cuba,,176,1971
2017,"Colin, Emily A",The Dream Keeper's Daughter,,English,,United States,,Ballantine Books,New York,United States,Fiction (Novel),,2017
1966,"Collazo, Miguel",El Libro Fantástico De Oaj: Ciencia Ficción,,Spanish,,Cuba,,Unión de Escritores y Artistas de Cuba,Havana,Cuba,Fiction (Short Story Collection),,1966
1996,"Collazo, Miguel",Dulces Delirios,,Spanish,,Cuba,,Cuento de Luz,Havana,Cuba,Fiction (Short Story Collection),,1996
1996,"Collazo, Miguel",Dulces Delirios,,Spanish,,Cuba,,Unión de Escritores y Artistas de Cuba,Havana,Cuba,Fiction (Short Story Collection),,1996
1981,"Collazo, Miguel",Monólogo Con Lluvia,,Spanish,,Cuba,,Unión de Escritores y Artistas de Cuba,Havana,Cuba,,,1981
1984,"Collazo, Miguel",Estancias,,Spanish,,Cuba,,Unión de Escritores y Artistas de Cuba,Havana,Cuba,Fiction (Short Story Collection),,1984
1988,"Collazo, Miguel",Onoloria Y Otros Relatos,,Spanish,,Cuba,,Unión de Escritores y Artistas,Havana,Cuba,Fiction (Short Story Collection),,1988
2000,"Collazo, Miguel",Trastiendas: Entre Domingo Y Lacay,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Fiction (Novel),,2000
1991,"Collazo, Miguel",La Gorrita Del Papa,,Spanish,,Cuba,,Unión de Escritores y Artistas de Cuba,Havana,Cuba,Fiction (Novel),,1991
1998,"Collazo, Miguel",Estancias Brevarios Completos,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Fiction (Short Story Collection),,1998
1978,"Collazo, Miguel",El Laurel Del Patio Grande,,Spanish,,Cuba,,Letras Cubanas,Havana,Cuba,Short Story,,1978
1981,"Collazo, Miguel",El Viaje,,Spanish,,Cuba,,Letras Cubanas,Havana,Cuba,Fiction (Novel),,1981
1998,"Collazo, Miguel",El Hilo Del Ovillo,,Spanish,,Cuba,,Letras Cubanas,Havana,Cuba,Fiction (Novel),,1998
1998,"Collazo, Miguel",Estancias: Breviarios Completos,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Fiction (Short Story Collection),,1998
1966,"Collazo, Miguel",El Libro Fantástico De Oaj: Ciencia Ficción,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Fiction (Short Story Collection),,1966
1993,"Collazo, Miguel",Estación Central,,Spanish,,Cuba,,Instituto Cubano del Libro,Havana,Cuba,Fiction (Short Story Collection),,1993
1976,"Collazo, Miguel",El Arco De Belén,,Spanish,,Cuba,,Unión de Escritores y Artistas de Cuba,Havana,Cuba,Fiction (Short Story Collection),,1976
1968,"Collazo, Miguel",El Viaje,,Spanish,,Cuba,,Instituto del Libro,Havana,Cuba,Fiction (Novel),,1968
2006,"Collazo, Miguel",Onoloria Y Otros Relatos,,Spanish,,Cuba,,Letras Cubanas,Havana,Cuba,Fiction (Short Story Collection),,2006
2020,"Collazo, Miguel",El Viaje,,Spanish,,Cuba,,Restless Books,Brooklyn,United States,Fiction (Novel),,2020
1992,"Collazo, Miguel; Frank, Eduardo",El Viajante,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Fiction (Novel),,1992
1987,"Collins, Merle",Angel,Bocas Lit Fest,English,,Aruba,,Peepal Tree Press,Leeds,England,Fiction (Novel),320,1987
2011,"Collins, Merle",The Ladies Are Upstairs,,English,,Aruba,,Peepal Tree Press,Leeds,England,Fiction (Short Story Collection),160,2011
1985,"Collins, Merle",Because The Dawn Breaks!: Poems Dedicated To The Grenadian People,,English,,Aruba,,Karia Press,London,England,Poetry Collection,,1985
2011,"Collins, Merle",Angel,,English,,Aruba,,Peepal Tree Press,Leeds,England,Fiction (Novel),,2011
1990,"Collins, Merle",Grenada: A Political History: 1950-1979,,English,,Aruba,,University of London,London,England,Nonfiction Book,,1990
1987,"Collins, Merle; Cobham, Rhonda",Watchers & Seekers: Creative Writing By Black Women In Britain,,English,,Aruba,,The Women's Press,London,England,Fiction (Short Story Collection),,1987
2020,"Collins, Sara",The Confessions Of Frannie Langton,,English,,Jamaica,,HarperCollins,Toronto,Canada,Fiction (Novel),,2020
1971,"Collymore, Frank A.",Selected Poems,,English,,Barbados,,Coles Printery,Wildey,Barbados,Poetry Collection,,1971
1993,"Collymore, Frank A.",The Man Who Loved Attending Funerals And Other Stories,,English,,Barbados,Trinidad & Tobago,Heinemann,Oxford,England,Fiction (Short Story Collection),,1993
1993,"Collymore, Frank A.",The Man Who Loved Attending Funerals And Other Stories,,English,,Barbados,Trinidad & Tobago,Heinemann,Oxford,England,Fiction (Short Story Collection),178,1993
1970,"Collymore, Frank A.",Notes For A Glossary Of Words And Phrases Of Barbadian Dialect,,English,,Barbados,,Advocate Co,Pictou,Canada,,,
1959,"Collymore, Frank A.",Collected Poems,,English,,Barbados,,Advocate Co,Pictou,Canada,,,1958
2005,"Collymore, Frank A.",Barbadian Dialect: Notes For A Glossary Of Words And Phrases Of Barbadian Dialect,,English,,Barbados,,Cave Shepherd,,,,,
2009,Compagnie Zoukouyanyan,Contes De Tortues Des Mers Du Monde,,French,,French Guiana,,Ibis Rouge,Matoury,French Guiana,Fiction (Short Story Collection),,2009
1990,"Condé, Maryse",Bouquet De Voix Pour Guy Tirolien,,French,,Guadeloupe,,Jasor,Pointe-À-Pitre,Guadeloupe,Nonfiction Book,,1990
1988,"Condé, Maryse",En Attendant Le Bonheur (Heremakhonon): Roman,,French,,Guadeloupe,,Seghers,Paris,France,Fiction (Novel),,1988
2020,"Condé, Maryse",The Wondrous And Tragic Life Of Ivan And Ivana,,English,,Guadeloupe,,World Editions,La Vergne,United States,Fiction (Novel),,2020
2020,"Condé, Maryse",The Belle Créole,,English,,Guadeloupe,,University of Virginia Press,Charlottesville,United States,,,2020
1989,"Condé, Maryse",The Children Of Segu,,English,,Guadeloupe,,Ballantine Books,New York,United States,Fiction (Novel),,1989
2021,"Condé, Maryse",Waiting For The Waters To Rise,,English,,Guadeloupe,,Gardners Books Ltd,Eastbourne,England,Fiction (Novel),,2021
1988,"Condé, Maryse",Pays Mele ; Suivi De Nanna-Ya,,French,,Guadeloupe,,Hatier,Paris,France,Fiction (Novel),,1988
1978,"Condé, Maryse",La Civilisation Du Bossale: Reflexions Sur La Littérature Orale De La Guadeloupe Et De La Martinique,,French,,Guadeloupe,,L'Harmattan,Paris,France,Fiction (Novel),,1978
1979,"Condé, Maryse",La Parole Des Femmes: Essai Sur Des Romancières Des Antilles De Langue Française,,French,,Guadeloupe,,L'Harmattan,Paris,France,Nonfiction Book,136,1979
1984,"Condé, Maryse",De Open Plek Over Franstalige Literatuur Uit De Antillen,,Dutch,,Guadeloupe,,In de Knipscheer,Haarlem,Netherlands,Fiction (Novel),158,1984
